DATETIME,TANGARA_260A,TANGARA_2BDE,TANGARA_39D6,TANGARA_3B7E,TANGARA_3BEA,TANGARA_421A,TANGARA_5D62,TANGARA_5636,TANGARA_D282,TANGARA_4B1A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-11-16 00:00:00-05:00,,,,,,,,,,,,13.0,,,,,7.0,
2023-11-16 00:00:30-05:00,7.0,,,,,,,,,11.0,8.0,11.0,3.0,11.0,10.0,8.0,6.0,13.0
2023-11-16 00:01:00-05:00,9.0,,,,,,,,,13.0,6.0,13.0,5.0,11.0,11.0,12.0,7.0,14.0
2023-11-16 00:01:30-05:00,8.0,,,,,,,,,12.0,6.0,13.0,5.0,11.0,12.0,10.0,7.0,13.0
2023-11-16 00:02:00-05:00,8.0,,,,,,,,,13.0,6.0,12.0,4.0,11.0,11.0,10.0,6.0,14.0
2023-11-16 00:02:30-05:00,8.0,,,,,,,,,13.0,6.0,13.0,5.0,11.0,12.0,12.0,7.0,13.0
2023-11-16 00:03:00-05:00,8.0,,,,,,,,,14.0,6.0,12.0,5.0,11.0,11.0,8.0,6.0,13.0
2023-11-16 00:03:30-05:00,9.0,,,,,,,,,14.0,6.0,12.0,5.0,12.0,11.0,11.0,6.0,14.0
2023-11-16 00:04:00-05:00,8.0,,,,,,,,,15.0,6.0,13.0,4.0,11.0,11.0,10.0,7.0,14.0
2023-11-16 00:04:30-05:00,8.0,,,,,,,,,16.0,6.0,12.0,5.0,11.0,11.0,8.0,8.0,15.0
2023-11-16 00:05:00-05:00,8.0,,,,,,,,,21.0,6.0,13.0,5.0,11.0,10.0,9.0,7.0,14.0
2023-11-16 00:05:30-05:00,8.0,,,,,,,,,24.0,6.0,12.0,5.0,12.0,11.0,7.0,7.0,14.0
2023-11-16 00:06:00-05:00,8.0,,,,,,,,,26.0,6.0,11.0,5.0,12.0,11.0,8.0,8.0,13.0
2023-11-16 00:06:30-05:00,9.0,,,,,,,,,26.0,6.0,12.0,5.0,11.0,10.0,7.0,9.0,13.0
2023-11-16 00:07:00-05:00,8.0,,,,,,,,,25.0,6.0,11.0,5.0,11.0,11.0,7.0,9.0,13.0
2023-11-16 00:07:30-05:00,8.0,,,,,,,,,25.0,6.0,12.0,5.0,11.0,12.0,7.0,8.0,14.0
2023-11-16 00:08:00-05:00,8.0,,,,,,,,,25.0,6.0,13.0,5.0,12.0,12.0,6.0,9.0,14.0
2023-11-16 00:08:30-05:00,9.0,,,,,,,,,21.0,6.0,13.0,5.0,12.0,11.0,7.0,8.0,13.0
2023-11-16 00:09:00-05:00,8.0,,,,,,,,,25.0,8.0,12.0,5.0,11.0,10.0,6.0,8.0,13.0
2023-11-16 00:09:30-05:00,8.0,,,,,,,,,24.0,7.0,14.0,5.0,12.0,11.0,5.0,8.0,13.0
2023-11-16 00:10:00-05:00,9.0,,,,,,,,,23.0,8.0,13.0,5.0,12.0,11.0,6.0,9.0,14.0
2023-11-16 00:10:30-05:00,10.0,,,,,,,,,21.0,9.0,13.0,5.0,12.0,11.0,5.0,9.0,13.0
2023-11-16 00:11:00-05:00,9.0,,,,,,,,,21.0,11.0,12.0,5.0,11.0,12.0,5.0,8.0,14.0
2023-11-16 00:11:30-05:00,9.0,,,,,,,,,21.0,11.0,13.0,4.0,10.0,12.0,4.0,8.0,13.0
2023-11-16 00:12:00-05:00,8.0,,,,,,,,,20.0,11.0,13.0,4.0,11.0,12.0,4.0,9.0,14.0
2023-11-16 00:12:30-05:00,9.0,,,,,,,,,19.0,10.0,12.0,5.0,12.0,12.0,4.0,9.0,14.0
2023-11-16 00:13:00-05:00,9.0,,,,,,,,,18.0,11.0,12.0,5.0,12.0,12.0,5.0,8.0,14.0
2023-11-16 00:13:30-05:00,8.0,,,,,,,,,15.0,11.0,12.0,5.0,11.0,12.0,6.0,7.0,14.0
2023-11-16 00:14:00-05:00,8.0,,,,,,,,,10.0,12.0,12.0,4.0,11.0,11.0,6.0,7.0,14.0
2023-11-16 00:14:30-05:00,9.0,,,,,,,,,10.0,12.0,12.0,5.0,12.0,11.0,6.0,7.0,14.0
2023-11-16 00:15:00-05:00,8.0,,,,,,,,,11.0,11.0,12.0,5.0,11.0,11.0,6.0,7.0,14.0
2023-11-16 00:15:30-05:00,9.0,,,,,,,,,18.0,13.0,12.0,5.0,11.0,12.0,8.0,6.0,14.0
2023-11-16 00:16:00-05:00,9.0,,,,,,,,,17.0,12.0,11.0,5.0,11.0,11.0,6.0,8.0,14.0
2023-11-16 00:16:30-05:00,8.0,,,,,,,,,29.0,11.0,11.0,4.0,13.0,11.0,7.0,8.0,15.0
2023-11-16 00:17:00-05:00,9.0,,,,,,,,,22.0,12.0,11.0,4.0,12.0,11.0,7.0,10.0,14.0
2023-11-16 00:17:30-05:00,9.0,,,,,,,,,23.0,10.0,11.0,4.0,11.0,9.0,16.0,11.0,14.0
2023-11-16 00:18:00-05:00,9.0,,,,,,,,,21.0,12.0,11.0,5.0,11.0,11.0,21.0,11.0,15.0
2023-11-16 00:18:30-05:00,8.0,,,,,,,,,14.0,11.0,11.0,5.0,12.0,11.0,16.0,11.0,15.0
2023-11-16 00:19:00-05:00,9.0,,,,,,,,,32.0,11.0,11.0,4.0,11.0,12.0,16.0,13.0,14.0
2023-11-16 00:19:30-05:00,8.0,,,,,,,,,38.0,10.0,11.0,4.0,11.0,11.0,10.0,13.0,15.0
2023-11-16 00:20:00-05:00,8.0,,,,,,,,,48.0,10.0,11.0,4.0,11.0,11.0,10.0,13.0,15.0
2023-11-16 00:20:30-05:00,8.0,,,,,,,,,65.0,10.0,11.0,4.0,11.0,12.0,11.0,14.0,16.0
2023-11-16 00:21:00-05:00,8.0,,,,,,,,,51.0,10.0,11.0,5.0,11.0,11.0,11.0,14.0,15.0
2023-11-16 00:21:30-05:00,8.0,,,,,,,,,40.0,9.0,11.0,5.0,10.0,11.0,12.0,12.0,15.0
2023-11-16 00:22:00-05:00,8.0,,,,,,,,,47.0,9.0,10.0,5.0,11.0,11.0,10.0,11.0,14.0
2023-11-16 00:22:30-05:00,9.0,,,,,,,,,56.0,9.0,10.0,5.0,12.0,11.0,9.0,9.0,15.0
2023-11-16 00:23:00-05:00,8.0,,,,,,,,,46.0,9.0,10.0,6.0,11.0,12.0,9.0,9.0,16.0
2023-11-16 00:23:30-05:00,8.0,,,,,,,,,36.0,8.0,11.0,6.0,12.0,11.0,10.0,9.0,16.0
2023-11-16 00:24:00-05:00,8.0,,,,,,,,,19.0,8.0,10.0,5.0,12.0,12.0,10.0,9.0,15.0
2023-11-16 00:24:30-05:00,8.0,,,,,,,,,13.0,8.0,10.0,6.0,13.0,12.0,8.0,8.0,16.0
2023-11-16 00:25:00-05:00,8.0,,,,,,,,,10.0,7.0,10.0,5.0,12.0,11.0,8.0,8.0,16.0
2023-11-16 00:25:30-05:00,8.0,,,,,,,,,9.0,8.0,9.0,5.0,12.0,13.0,8.0,8.0,16.0
2023-11-16 00:26:00-05:00,8.0,,,,,,,,,14.0,9.0,9.0,4.0,12.0,13.0,9.0,8.0,16.0
2023-11-16 00:26:30-05:00,8.0,,,,,,,,,12.0,9.0,10.0,4.0,12.0,13.0,9.0,7.0,16.0
2023-11-16 00:27:00-05:00,8.0,,,,,,,,,14.0,8.0,9.0,4.0,11.0,13.0,9.0,7.0,16.0
2023-11-16 00:27:30-05:00,8.0,,,,,,,,,13.0,9.0,9.0,4.0,11.0,12.0,11.0,9.0,16.0
2023-11-16 00:28:00-05:00,8.0,,,,,,,,,12.0,,9.0,5.0,12.0,11.0,10.0,9.0,15.0
2023-11-16 00:28:30-05:00,8.0,,,,,,,,,11.0,10.0,10.0,5.0,11.0,11.0,9.0,16.0,15.0
2023-11-16 00:29:00-05:00,8.0,,,,,,,,,9.0,11.0,10.0,4.0,12.0,11.0,9.0,16.0,16.0
2023-11-16 00:29:30-05:00,9.0,,,,,,,,,9.0,,10.0,5.0,12.0,11.0,9.0,24.0,16.0
2023-11-16 00:30:00-05:00,8.0,,,,,,,,,,11.0,10.0,5.0,11.0,12.0,9.0,27.0,16.0
2023-11-16 00:30:30-05:00,7.0,,,,,,,,,8.0,12.0,10.0,5.0,11.0,12.0,11.0,28.0,15.0
2023-11-16 00:31:00-05:00,7.0,,,,,,,,,9.0,,10.0,5.0,13.0,12.0,12.0,35.0,16.0
2023-11-16 00:31:30-05:00,8.0,,,,,,,,,7.0,12.0,10.0,5.0,12.0,11.0,8.0,33.0,16.0
2023-11-16 00:32:00-05:00,8.0,,,,,,,,,7.0,11.0,10.0,5.0,13.0,11.0,9.0,31.0,17.0
2023-11-16 00:32:30-05:00,8.0,,,,,,,,,7.0,10.0,10.0,5.0,13.0,11.0,8.0,29.0,18.0
2023-11-16 00:33:00-05:00,8.0,,,,,,,,,8.0,11.0,11.0,5.0,13.0,10.0,10.0,33.0,19.0
2023-11-16 00:33:30-05:00,7.0,,,,,,,,,7.0,10.0,11.0,5.0,12.0,10.0,10.0,37.0,18.0
2023-11-16 00:34:00-05:00,8.0,,,,,,,,,7.0,9.0,11.0,5.0,12.0,10.0,10.0,42.0,17.0
2023-11-16 00:34:30-05:00,8.0,,,,,,,,,8.0,9.0,11.0,5.0,13.0,11.0,9.0,45.0,17.0
2023-11-16 00:35:00-05:00,8.0,,,,,,,,,8.0,9.0,10.0,6.0,14.0,10.0,8.0,44.0,18.0
2023-11-16 00:35:30-05:00,8.0,,,,,,,,,7.0,10.0,10.0,6.0,14.0,11.0,11.0,42.0,18.0
2023-11-16 00:36:00-05:00,8.0,,,,,,,,,6.0,10.0,10.0,5.0,12.0,11.0,9.0,44.0,17.0
2023-11-16 00:36:30-05:00,9.0,,,,,,,,,7.0,13.0,10.0,6.0,12.0,11.0,11.0,42.0,18.0
2023-11-16 00:37:00-05:00,9.0,,,,,,,,,6.0,13.0,10.0,5.0,12.0,12.0,10.0,38.0,18.0
2023-11-16 00:37:30-05:00,8.0,,,,,,,,,6.0,14.0,10.0,6.0,14.0,11.0,10.0,34.0,18.0
2023-11-16 00:38:00-05:00,8.0,,,,,,,,,5.0,15.0,10.0,5.0,13.0,11.0,8.0,29.0,16.0
2023-11-16 00:38:30-05:00,9.0,,,,,,,,,5.0,22.0,11.0,5.0,12.0,12.0,13.0,25.0,17.0
2023-11-16 00:39:00-05:00,8.0,,,,,,,,,5.0,30.0,11.0,5.0,13.0,12.0,13.0,24.0,19.0
2023-11-16 00:39:30-05:00,8.0,,,,,,,,,5.0,30.0,10.0,6.0,13.0,11.0,11.0,23.0,19.0
2023-11-16 00:40:00-05:00,7.0,,,,,,,,,5.0,30.0,11.0,5.0,12.0,12.0,10.0,18.0,18.0
2023-11-16 00:40:30-05:00,8.0,,,,,,,,,5.0,32.0,10.0,6.0,12.0,11.0,8.0,18.0,17.0
2023-11-16 00:41:00-05:00,8.0,,,,,,,,,5.0,32.0,10.0,6.0,12.0,13.0,13.0,16.0,18.0
2023-11-16 00:41:30-05:00,9.0,,,,,,,,,5.0,34.0,11.0,5.0,12.0,12.0,13.0,14.0,17.0
2023-11-16 00:42:00-05:00,8.0,,,,,,,,,5.0,33.0,11.0,5.0,12.0,11.0,11.0,12.0,18.0
2023-11-16 00:42:30-05:00,9.0,,,,,,,,,5.0,33.0,10.0,5.0,12.0,11.0,11.0,12.0,18.0
2023-11-16 00:43:00-05:00,9.0,,,,,,,,,5.0,34.0,11.0,5.0,12.0,11.0,13.0,12.0,18.0
2023-11-16 00:43:30-05:00,10.0,,,,,,,,,5.0,34.0,10.0,6.0,12.0,12.0,11.0,12.0,17.0
2023-11-16 00:44:00-05:00,10.0,,,,,,,,,5.0,37.0,11.0,4.0,11.0,12.0,13.0,13.0,18.0
2023-11-16 00:44:30-05:00,9.0,,,,,,,,,5.0,36.0,10.0,6.0,12.0,10.0,10.0,14.0,17.0
2023-11-16 00:45:00-05:00,9.0,,,,,,,,,5.0,43.0,12.0,5.0,12.0,12.0,11.0,14.0,18.0
2023-11-16 00:45:30-05:00,10.0,,,,,,,,,5.0,48.0,12.0,5.0,12.0,12.0,12.0,14.0,17.0
2023-11-16 00:46:00-05:00,10.0,,,,,,,,,5.0,47.0,11.0,4.0,12.0,13.0,12.0,14.0,17.0
2023-11-16 00:46:30-05:00,10.0,,,,,,,,,7.0,50.0,11.0,5.0,11.0,12.0,11.0,14.0,17.0
2023-11-16 00:47:00-05:00,10.0,,,,,,,,,7.0,47.0,12.0,6.0,11.0,12.0,15.0,13.0,17.0
2023-11-16 00:47:30-05:00,9.0,,,,,,,,,6.0,46.0,11.0,6.0,13.0,12.0,13.0,12.0,17.0
2023-11-16 00:48:00-05:00,10.0,,,,,,,,,6.0,46.0,11.0,6.0,12.0,12.0,18.0,13.0,16.0
2023-11-16 00:48:30-05:00,11.0,,,,,,,,,6.0,46.0,10.0,6.0,12.0,12.0,16.0,13.0,17.0
2023-11-16 00:49:00-05:00,10.0,,,,,,,,,6.0,45.0,12.0,6.0,12.0,12.0,15.0,14.0,16.0
2023-11-16 00:49:30-05:00,11.0,,,,,,,,,7.0,46.0,11.0,6.0,12.0,13.0,13.0,13.0,17.0
2023-11-16 00:50:00-05:00,11.0,,,,,,,,,5.0,44.0,11.0,7.0,12.0,11.0,16.0,13.0,17.0
2023-11-16 00:50:30-05:00,10.0,,,,,,,,,5.0,41.0,11.0,6.0,12.0,11.0,16.0,14.0,17.0
2023-11-16 00:51:00-05:00,11.0,,,,,,,,,6.0,40.0,12.0,6.0,12.0,12.0,14.0,15.0,17.0
2023-11-16 00:51:30-05:00,12.0,,,,,,,,,6.0,37.0,11.0,6.0,11.0,11.0,13.0,14.0,16.0
2023-11-16 00:52:00-05:00,11.0,,,,,,,,,9.0,35.0,11.0,6.0,12.0,11.0,14.0,14.0,16.0
2023-11-16 00:52:30-05:00,12.0,,,,,,,,,9.0,29.0,11.0,6.0,11.0,12.0,14.0,13.0,16.0
2023-11-16 00:53:00-05:00,12.0,,,,,,,,,10.0,26.0,11.0,7.0,11.0,11.0,17.0,13.0,16.0
2023-11-16 00:53:30-05:00,11.0,,,,,,,,,11.0,21.0,10.0,5.0,12.0,12.0,15.0,12.0,18.0
2023-11-16 00:54:00-05:00,13.0,,,,,,,,,10.0,21.0,10.0,5.0,11.0,11.0,19.0,12.0,18.0
2023-11-16 00:54:30-05:00,12.0,,,,,,,,,10.0,23.0,11.0,5.0,11.0,12.0,18.0,12.0,18.0
2023-11-16 00:55:00-05:00,12.0,,,,,,,,,9.0,25.0,11.0,6.0,11.0,12.0,16.0,12.0,18.0
2023-11-16 00:55:30-05:00,12.0,,,,,,,,,7.0,26.0,11.0,6.0,11.0,11.0,16.0,12.0,18.0
2023-11-16 00:56:00-05:00,13.0,,,,,,,,,6.0,26.0,11.0,9.0,11.0,11.0,16.0,12.0,18.0
2023-11-16 00:56:30-05:00,14.0,,,,,,,,,5.0,27.0,11.0,7.0,12.0,11.0,14.0,11.0,18.0
2023-11-16 00:57:00-05:00,15.0,,,,,,,,,6.0,25.0,11.0,7.0,12.0,12.0,14.0,11.0,18.0
2023-11-16 00:57:30-05:00,15.0,,,,,,,,,5.0,24.0,11.0,6.0,11.0,11.0,14.0,12.0,19.0
2023-11-16 00:58:00-05:00,16.0,,,,,,,,,6.0,21.0,11.0,6.0,12.0,11.0,15.0,11.0,18.0
2023-11-16 00:58:30-05:00,15.0,,,,,,,,,6.0,21.0,11.0,6.0,12.0,11.0,11.0,10.0,18.0
2023-11-16 00:59:00-05:00,16.0,,,,,,,,,6.0,20.0,11.0,5.0,12.0,11.0,12.0,11.0,19.0
2023-11-16 00:59:30-05:00,14.0,,,,,,,,,6.0,22.0,11.0,5.0,12.0,11.0,12.0,10.0,20.0
2023-11-16 01:00:00-05:00,14.0,,,,,,,,,5.0,,12.0,4.0,11.0,10.0,12.0,12.0,19.0
2023-11-16 01:00:30-05:00,15.0,,,,,,,,,7.0,22.0,12.0,6.0,11.0,10.0,10.0,11.0,19.0
2023-11-16 01:01:00-05:00,15.0,,,,,,,,,8.0,23.0,13.0,5.0,11.0,10.0,11.0,11.0,19.0
2023-11-16 01:01:30-05:00,14.0,,,,,,,,,7.0,,12.0,6.0,11.0,10.0,12.0,10.0,20.0
2023-11-16 01:02:00-05:00,14.0,,,,,,,,,7.0,24.0,11.0,5.0,10.0,9.0,12.0,10.0,19.0
2023-11-16 01:02:30-05:00,15.0,,,,,,,,,6.0,26.0,11.0,7.0,11.0,10.0,13.0,11.0,17.0
2023-11-16 01:03:00-05:00,14.0,,,,,,,,,6.0,27.0,11.0,7.0,10.0,10.0,13.0,11.0,18.0
2023-11-16 01:03:30-05:00,14.0,,,,,,,,,6.0,24.0,11.0,7.0,10.0,10.0,13.0,12.0,19.0
2023-11-16 01:04:00-05:00,15.0,,,,,,,,,6.0,24.0,12.0,6.0,10.0,10.0,12.0,11.0,18.0
2023-11-16 01:04:30-05:00,14.0,,,,,,,,,7.0,24.0,11.0,7.0,11.0,10.0,10.0,11.0,18.0
2023-11-16 01:05:00-05:00,15.0,,,,,,,,,6.0,25.0,12.0,7.0,11.0,10.0,12.0,11.0,19.0
2023-11-16 01:05:30-05:00,14.0,,,,,,,,,6.0,24.0,12.0,7.0,11.0,10.0,11.0,10.0,18.0
2023-11-16 01:06:00-05:00,15.0,,,,,,,,,7.0,23.0,11.0,6.0,11.0,11.0,11.0,11.0,19.0
2023-11-16 01:06:30-05:00,15.0,,,,,,,,,9.0,22.0,12.0,6.0,11.0,11.0,10.0,13.0,18.0
2023-11-16 01:07:00-05:00,15.0,,,,,,,,,7.0,22.0,12.0,7.0,10.0,10.0,10.0,11.0,18.0
2023-11-16 01:07:30-05:00,15.0,,,,,,,,,7.0,22.0,13.0,6.0,10.0,11.0,10.0,10.0,19.0
2023-11-16 01:08:00-05:00,15.0,,,,,,,,,6.0,20.0,13.0,7.0,11.0,10.0,10.0,12.0,18.0
2023-11-16 01:08:30-05:00,17.0,,,,,,,,,5.0,21.0,14.0,7.0,11.0,10.0,13.0,11.0,17.0
2023-11-16 01:09:00-05:00,16.0,,,,,,,,,5.0,19.0,13.0,6.0,10.0,10.0,8.0,11.0,17.0
2023-11-16 01:09:30-05:00,16.0,,,,,,,,,5.0,19.0,13.0,6.0,11.0,10.0,11.0,11.0,17.0
2023-11-16 01:10:00-05:00,15.0,,,,,,,,,6.0,19.0,11.0,6.0,11.0,10.0,10.0,11.0,18.0
2023-11-16 01:10:30-05:00,15.0,,,,,,,,,5.0,18.0,13.0,6.0,11.0,10.0,9.0,11.0,17.0
2023-11-16 01:11:00-05:00,16.0,,,,,,,,,6.0,18.0,13.0,6.0,11.0,12.0,11.0,12.0,17.0
2023-11-16 01:11:30-05:00,17.0,,,,,,,,,5.0,17.0,13.0,6.0,10.0,11.0,10.0,11.0,17.0
2023-11-16 01:12:00-05:00,17.0,,,,,,,,,5.0,18.0,13.0,6.0,12.0,12.0,10.0,12.0,15.0
2023-11-16 01:12:30-05:00,15.0,,,,,,,,,5.0,17.0,12.0,5.0,11.0,11.0,10.0,12.0,16.0
2023-11-16 01:13:00-05:00,16.0,,,,,,,,,6.0,17.0,13.0,6.0,11.0,11.0,10.0,12.0,15.0
2023-11-16 01:13:30-05:00,15.0,,,,,,,,,5.0,16.0,12.0,6.0,10.0,11.0,9.0,12.0,16.0
2023-11-16 01:14:00-05:00,16.0,,,,,,,,,5.0,,12.0,6.0,10.0,10.0,8.0,12.0,16.0
2023-11-16 01:14:30-05:00,15.0,,,,,,,,,5.0,15.0,12.0,6.0,9.0,10.0,9.0,11.0,16.0
2023-11-16 01:15:00-05:00,16.0,,,,,,,,,5.0,15.0,12.0,6.0,10.0,10.0,11.0,10.0,15.0
2023-11-16 01:15:30-05:00,16.0,,,,,,,,,5.0,16.0,11.0,6.0,11.0,10.0,10.0,11.0,14.0
2023-11-16 01:16:00-05:00,16.0,,,,,,,,,5.0,17.0,11.0,6.0,11.0,10.0,13.0,13.0,14.0
2023-11-16 01:16:30-05:00,15.0,,,,,,,,,5.0,16.0,11.0,6.0,10.0,10.0,10.0,12.0,14.0
2023-11-16 01:17:00-05:00,16.0,,,,,,,,,5.0,15.0,12.0,6.0,10.0,10.0,11.0,12.0,14.0
2023-11-16 01:17:30-05:00,17.0,,,,,,,,,5.0,15.0,11.0,6.0,10.0,10.0,9.0,12.0,13.0
2023-11-16 01:18:00-05:00,17.0,,,,,,,,,5.0,16.0,12.0,6.0,10.0,11.0,10.0,12.0,12.0
2023-11-16 01:18:30-05:00,16.0,,,,,,,,,5.0,17.0,12.0,6.0,9.0,10.0,10.0,12.0,13.0
2023-11-16 01:19:00-05:00,16.0,,,,,,,,,5.0,17.0,11.0,6.0,9.0,11.0,8.0,12.0,11.0
2023-11-16 01:19:30-05:00,16.0,,,,,,,,,5.0,16.0,12.0,7.0,,10.0,11.0,11.0,12.0
2023-11-16 01:20:00-05:00,17.0,,,,,,,,,6.0,17.0,12.0,6.0,,10.0,10.0,13.0,12.0
2023-11-16 01:20:30-05:00,17.0,,,,,,,,,6.0,17.0,12.0,5.0,,11.0,11.0,13.0,11.0
2023-11-16 01:21:00-05:00,16.0,,,,,,,,,5.0,17.0,12.0,6.0,,9.0,9.0,12.0,11.0
2023-11-16 01:21:30-05:00,16.0,,,,,,,,,5.0,16.0,11.0,6.0,9.0,10.0,9.0,11.0,10.0
2023-11-16 01:22:00-05:00,16.0,,,,,,,,,5.0,17.0,12.0,6.0,9.0,9.0,9.0,12.0,11.0
2023-11-16 01:22:30-05:00,17.0,,,,,,,,,5.0,17.0,11.0,6.0,9.0,9.0,11.0,11.0,11.0
2023-11-16 01:23:00-05:00,18.0,,,,,,,,,6.0,17.0,12.0,6.0,9.0,9.0,10.0,11.0,11.0
2023-11-16 01:23:30-05:00,17.0,,,,,,,,,5.0,17.0,10.0,6.0,9.0,9.0,9.0,11.0,11.0
2023-11-16 01:24:00-05:00,17.0,,,,,,,,,5.0,14.0,10.0,6.0,9.0,9.0,10.0,11.0,10.0
2023-11-16 01:24:30-05:00,17.0,,,,,,,,,6.0,16.0,11.0,6.0,9.0,9.0,10.0,10.0,10.0
2023-11-16 01:25:00-05:00,16.0,,,,,,,,,6.0,15.0,10.0,6.0,9.0,9.0,9.0,9.0,10.0
2023-11-16 01:25:30-05:00,17.0,,,,,,,,,5.0,16.0,11.0,7.0,9.0,8.0,9.0,9.0,10.0
2023-11-16 01:26:00-05:00,16.0,,,,,,,,,6.0,17.0,10.0,6.0,10.0,10.0,10.0,9.0,9.0
2023-11-16 01:26:30-05:00,16.0,,,,,,,,,5.0,17.0,10.0,6.0,9.0,9.0,8.0,9.0,9.0
2023-11-16 01:27:00-05:00,16.0,,,,,,,,,5.0,17.0,11.0,6.0,9.0,8.0,9.0,9.0,10.0
2023-11-16 01:27:30-05:00,16.0,,,,,,,,,5.0,17.0,11.0,6.0,9.0,8.0,9.0,9.0,9.0
2023-11-16 01:28:00-05:00,18.0,,,,,,,,,5.0,17.0,10.0,6.0,9.0,9.0,8.0,8.0,9.0
2023-11-16 01:28:30-05:00,18.0,,,,,,,,,6.0,17.0,10.0,6.0,8.0,9.0,8.0,8.0,9.0
2023-11-16 01:29:00-05:00,18.0,,,,,,,,,5.0,17.0,10.0,6.0,9.0,9.0,6.0,11.0,10.0
2023-11-16 01:29:30-05:00,18.0,,,,,,,,,5.0,17.0,10.0,5.0,9.0,8.0,8.0,14.0,9.0
2023-11-16 01:30:00-05:00,18.0,,,,,,,,,5.0,17.0,10.0,6.0,9.0,9.0,9.0,14.0,8.0
2023-11-16 01:30:30-05:00,17.0,,,,,,,,,6.0,17.0,10.0,6.0,9.0,8.0,9.0,16.0,9.0
2023-11-16 01:31:00-05:00,17.0,,,,,,,,,5.0,17.0,10.0,6.0,9.0,9.0,8.0,17.0,8.0
2023-11-16 01:31:30-05:00,17.0,,,,,,,,,5.0,17.0,10.0,6.0,9.0,9.0,8.0,18.0,9.0
2023-11-16 01:32:00-05:00,16.0,,,,,,,,,6.0,15.0,10.0,6.0,8.0,8.0,10.0,20.0,9.0
2023-11-16 01:32:30-05:00,17.0,,,,,,,,,6.0,14.0,10.0,5.0,8.0,8.0,8.0,22.0,9.0
2023-11-16 01:33:00-05:00,16.0,,,,,,,,,5.0,13.0,10.0,6.0,9.0,9.0,6.0,28.0,9.0
2023-11-16 01:33:30-05:00,17.0,,,,,,,,,6.0,11.0,10.0,6.0,9.0,9.0,9.0,36.0,9.0
2023-11-16 01:34:00-05:00,17.0,,,,,,,,,6.0,9.0,10.0,7.0,9.0,8.0,8.0,46.0,9.0
2023-11-16 01:34:30-05:00,17.0,,,,,,,,,5.0,10.0,10.0,6.0,8.0,8.0,10.0,49.0,8.0
2023-11-16 01:35:00-05:00,18.0,,,,,,,,,6.0,10.0,11.0,6.0,7.0,8.0,8.0,50.0,8.0
2023-11-16 01:35:30-05:00,18.0,,,,,,,,,6.0,9.0,10.0,5.0,8.0,7.0,11.0,45.0,8.0
2023-11-16 01:36:00-05:00,17.0,,,,,,,,,6.0,8.0,11.0,6.0,7.0,8.0,8.0,42.0,9.0
2023-11-16 01:36:30-05:00,16.0,,,,,,,,,6.0,9.0,11.0,6.0,7.0,9.0,7.0,39.0,9.0
2023-11-16 01:37:00-05:00,18.0,,,,,,,,,6.0,9.0,10.0,6.0,8.0,9.0,7.0,37.0,9.0
2023-11-16 01:37:30-05:00,19.0,,,,,,,,,6.0,,10.0,6.0,8.0,8.0,7.0,36.0,9.0
2023-11-16 01:38:00-05:00,19.0,,,,,,,,,4.0,20.0,,6.0,7.0,8.0,8.0,35.0,9.0
2023-11-16 01:38:30-05:00,19.0,,,,,,,,,5.0,21.0,10.0,7.0,8.0,8.0,9.0,35.0,8.0
2023-11-16 01:39:00-05:00,20.0,,,,,,,,,5.0,,10.0,6.0,8.0,8.0,8.0,35.0,8.0
2023-11-16 01:39:30-05:00,18.0,,,,,,,,,6.0,20.0,,6.0,8.0,8.0,9.0,33.0,8.0
2023-11-16 01:40:00-05:00,19.0,,,,,,,,,6.0,33.0,10.0,6.0,8.0,8.0,10.0,33.0,8.0
2023-11-16 01:40:30-05:00,21.0,,,,,,,,,6.0,37.0,10.0,6.0,8.0,8.0,6.0,31.0,8.0
2023-11-16 01:41:00-05:00,20.0,,,,,,,,,6.0,45.0,10.0,6.0,8.0,8.0,8.0,28.0,8.0
2023-11-16 01:41:30-05:00,19.0,,,,,,,,,6.0,48.0,11.0,5.0,8.0,8.0,8.0,26.0,8.0
2023-11-16 01:42:00-05:00,19.0,,,,,,,,,5.0,,10.0,5.0,8.0,9.0,6.0,26.0,9.0
2023-11-16 01:42:30-05:00,19.0,,,,,,,,,4.0,42.0,10.0,6.0,8.0,9.0,9.0,25.0,8.0
2023-11-16 01:43:00-05:00,20.0,,,,,,,,,5.0,43.0,11.0,6.0,8.0,8.0,7.0,27.0,8.0
2023-11-16 01:43:30-05:00,19.0,,,,,,,,,5.0,,10.0,6.0,9.0,8.0,10.0,27.0,8.0
2023-11-16 01:44:00-05:00,19.0,,,,,,,,,4.0,42.0,10.0,6.0,8.0,8.0,8.0,29.0,7.0
2023-11-16 01:44:30-05:00,20.0,,,,,,,,,4.0,44.0,9.0,6.0,8.0,8.0,8.0,30.0,9.0
2023-11-16 01:45:00-05:00,19.0,,,,,,,,,5.0,43.0,10.0,5.0,8.0,8.0,8.0,31.0,9.0
2023-11-16 01:45:30-05:00,20.0,,,,,,,,,5.0,42.0,10.0,7.0,8.0,8.0,8.0,32.0,9.0
2023-11-16 01:46:00-05:00,19.0,,,,,,,,,5.0,42.0,11.0,6.0,9.0,8.0,6.0,31.0,8.0
